Reading ID, Day, YYYY/MM/DD, hh:mm:ss, Ultrasonik, Infrared, Magnetik, Cahaya ,Label,Pengamatan ke-
1716,Tuesday,02/03/2021,16:13:20,799,0,3023,264,0,8
1717,Tuesday,02/03/2021,16:13:25,799,0,3031,256,0,8
1718,Tuesday,02/03/2021,16:13:31,799,0,3031,256,0,8
1719,Tuesday,02/03/2021,16:13:36,799,0,3030,256,0,8
1720,Tuesday,02/03/2021,16:13:41,799,0,3009,244,0,8
1721,Tuesday,02/03/2021,16:13:46,799,0,3027,256,0,8
1722,Tuesday,02/03/2021,16:13:51,799,0,3034,256,0,8
1723,Tuesday,02/03/2021,16:13:56,799,0,3025,256,0,8
1724,Tuesday,02/03/2021,16:14:01,799,0,3007,256,0,8
1725,Tuesday,02/03/2021,16:14:06,799,0,2903,256,0,8
1726,Tuesday,02/03/2021,16:14:11,799,0,3029,256,0,8
1727,Tuesday,02/03/2021,16:14:16,799,0,3031,256,0,8
1728,Tuesday,02/03/2021,16:14:22,799,0,3021,256,0,8
1729,Tuesday,02/03/2021,16:14:27,799,0,3021,256,0,8
1730,Tuesday,02/03/2021,16:14:32,799,0,2983,256,0,8
1731,Tuesday,02/03/2021,16:14:37,799,0,2875,256,0,8
1732,Tuesday,02/03/2021,16:14:42,799,0,2923,256,0,8
1733,Tuesday,02/03/2021,16:14:47,799,0,3027,262,0,8
1734,Tuesday,02/03/2021,16:14:52,799,0,3031,264,0,8
1735,Tuesday,02/03/2021,16:14:57,799,0,3031,265,0,8
1736,Tuesday,02/03/2021,16:15:02,799,0,2935,260,0,8
1737,Tuesday,02/03/2021,16:15:07,799,0,2869,248,0,8
1738,Tuesday,02/03/2021,16:15:12,799,0,2983,256,0,8
1739,Tuesday,02/03/2021,16:15:18,799,0,3009,266,0,8
1740,Tuesday,02/03/2021,16:15:23,798,0,3015,272,0,8
1741,Tuesday,02/03/2021,16:15:28,799,0,3025,277,0,8
1742,Tuesday,02/03/2021,16:15:33,799,0,3015,274,0,8
1743,Tuesday,02/03/2021,16:15:38,799,0,3025,280,0,8
1744,Tuesday,02/03/2021,16:15:43,799,0,3027,288,0,8
1745,Tuesday,02/03/2021,16:15:48,799,0,3031,280,0,8
1746,Tuesday,02/03/2021,16:15:53,799,0,3025,288,0,8
1747,Tuesday,02/03/2021,16:15:58,799,0,2879,278,0,8
1748,Tuesday,02/03/2021,16:16:03,799,0,2991,288,0,8
1749,Tuesday,02/03/2021,16:16:09,799,0,3023,296,0,8
1750,Tuesday,02/03/2021,16:16:14,799,0,3015,297,0,8
1751,Tuesday,02/03/2021,16:16:19,799,0,3025,298,0,8
1752,Tuesday,02/03/2021,16:16:24,799,0,3025,304,0,8
1753,Tuesday,02/03/2021,16:16:29,799,0,3029,304,0,8
1754,Tuesday,02/03/2021,16:16:34,799,0,3029,312,0,8
1755,Tuesday,02/03/2021,16:16:39,799,0,3031,304,0,8
1756,Tuesday,02/03/2021,16:16:44,799,0,2875,292,0,8
1757,Tuesday,02/03/2021,16:16:49,799,0,3031,306,0,8
1758,Tuesday,02/03/2021,16:16:54,799,0,3015,304,0,8
1759,Tuesday,02/03/2021,16:17:00,799,0,3025,306,0,8
1760,Tuesday,02/03/2021,16:17:05,799,0,3030,308,0,8
1761,Tuesday,02/03/2021,16:17:10,799,0,3026,308,0,8
1762,Tuesday,02/03/2021,16:17:15,799,0,3031,310,0,8
1763,Tuesday,02/03/2021,16:17:20,799,0,3031,324,0,8
1764,Tuesday,02/03/2021,16:17:25,799,0,2875,571,0,8
1765,Tuesday,02/03/2021,16:17:30,799,618,3027,278,0,8
